128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
20224 30 30 426.1719873907146 24.864310177833048 38.82 -0.0213144 0.1504255  {'room_id': 246, 'explored_rooms': 153, 'raw_score': 426.1719873907146} 
20352 30 30 426.1719873907146 24.864310177833048 38.96 -0.0185473 0.1696864  {'room_id': 102, 'explored_rooms': 153, 'raw_score': 426.1719873907146} 
20480 30 30 426.1719873907146 24.864310177833048 40.39 -0.0034971 0.1516976  {'room_id': 55, 'explored_rooms': 153, 'raw_score': 426.1719873907146} 
20608 31 31 428.05478865164315 25.177879160049745 37.91 -0.0268344 0.1630723  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
20736 31 31 428.05478865164315 25.177879160049745 39.47 -0.0424317 0.165109  {'room_id': 51, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
20864 31 31 428.05478865164315 25.177879160049745 39.79 -0.0467834 0.153989  {'room_id': 150, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
20992 31 31 428.05478865164315 25.177879160049745 38.18 -0.0047894 0.1512162  {'room_id': 146, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
21120 31 31 428.05478865164315 25.177879160049745 38.53 -0.0362652 0.1537445  {'room_id': 215, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
21248 31 31 428.05478865164315 25.177879160049745 39.75 -0.0336972 0.1384921  {'room_id': 54, 'explored_rooms': 153, 'raw_score': 428.05478865164315} 
21376 32 32 433.7493097864788 25.56009124404477 38.45 -0.0329073 0.168168  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 433.7493097864788} 
21504 32 32 433.7493097864788 25.56009124404477 36.38 -0.0123441 0.1706633  {'room_id': 117, 'explored_rooms': 153, 'raw_score': 433.7493097864788} 
21632 32 32 411.37437880783096 24.504082119640294 38.43 0.0042522 0.1602147  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 411.37437880783096} 
21760 33 33 411.37437880783096 24.504082119640294 39.1 -0.0060832 0.1763386  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 411.37437880783096} 
21888 33 33 411.37437880783096 24.504082119640294 37.2 0.0041746 0.1844468  {'room_id': 184, 'explored_rooms': 153, 'raw_score': 411.37437880783096} 
22016 33 33 411.37437880783096 24.504082119640294 36.82 -0.0164705 0.1648957  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 411.37437880783096} 
